SFV_1_1_1 ,-1,0.000075,0.21052632,FALSE
SFV_1_1_10 ,-1,0,0.21052632,FALSE
SFV_1_1_100 ,-1,0.019884,0.10526316,FALSE
SFV_1_1_1000 ,-1,0.001403,0.26315789,FALSE
SFV_1_1_1001 ,-1,0.006906,0.21052632,FALSE
SFV_1_1_1002 ,-1,0.005496,0.21052632,FALSE
SFV_1_1_1003 ,-1,0.000815,0.26315789,FALSE
SFV_1_1_1004 ,-1,0.006906,0.21052632,FALSE
SFV_1_1_1005 ,-1,0.002724,0.10526316,FALSE
SFV_1_1_1006 ,-1,0.03234,0.21052632,FALSE
SFV_1_1_1007 ,-1,0.106621,0.21052632,FALSE
SFV_1_1_1008 ,-1,0.000815,0.26315789,FALSE
SFV_1_1_1009 ,-1,0.045239,0.21052632,FALSE
SFV_1_1_101 ,-1,0.032519,0.10526316,FALSE
SFV_1_1_1010 ,-1,0.017739,0.21052632,FALSE
SFV_1_1_1011 ,-1,0.029445,0.26315789,FALSE
SFV_1_1_1012 ,-1,0.010972,0.05263158,FALSE
SFV_1_1_1013 ,-1,0.085298,0.26315789,FALSE
SFV_1_1_1014 ,-1,0,0.26315789,FALSE
SFV_1_1_1015 ,-1,0.004708,0.21052632,FALSE
SFV_1_1_1016 ,-1,0.012795,0.05263158,FALSE
SFV_1_1_1017 ,-1,0.003171,0.21052632,FALSE
SFV_1_1_1018 ,-1,0.002719,0.21052632,FALSE
SFV_1_1_1019 ,-1,0.002719,0.21052632,FALSE
SFV_1_1_102 ,-1,0,0.10526316,FALSE
SFV_1_1_1020 ,-1,0.00247,0.21052632,FALSE
SFV_1_1_1021 ,-1,0.048268,0.21052632,FALSE
SFV_1_1_1022 ,-1,0.004789,0.10526316,FALSE
SFV_1_1_1023 ,-1,0.00111,0.15789474,FALSE
SFV_1_1_1024 ,-1,0.106621,0.21052632,FALSE
SFV_1_1_1025 ,-1,0.000602,0.15789474,FALSE
SFV_1_1_1026 ,-1,0.002412,0.15789474,FALSE
SFV_1_1_1027 ,-1,0.029445,0.26315789,FALSE
SFV_1_1_1028 ,-1,0.004708,0.21052632,FALSE
SFV_1_1_1029 ,-1,0.082424,0.26315789,FALSE
SFV_1_1_103 ,-1,0.000059,0.21052632,FALSE
SFV_1_1_1030 ,-1,0.028668,0.21052632,FALSE
SFV_1_1_1031 ,-1,0.051667,0.21052632,FALSE
SFV_1_1_1032 ,-1,0.055598,0.21052632,FALSE
SFV_1_1_1033 ,-1,0.055598,0.21052632,FALSE
SFV_1_1_1034 ,-1,0.003609,0.15789474,FALSE
SFV_1_1_1035 ,-1,0.052591,0.21052632,FALSE
SFV_1_1_1036 ,-1,0.008281,0.10526316,FALSE
SFV_1_1_1037 ,-1,0.002118,0.15789474,FALSE
SFV_1_1_1038 ,-1,0.002118,0.15789474,FALSE
SFV_1_1_1039 ,-1,0.005585,0.10526316,FALSE
SFV_1_1_104 ,-1,0.003882,0.10526316,FALSE
SFV_1_1_1040 ,-1,0.005585,0.10526316,FALSE
SFV_1_1_1041 ,-1,0.006353,0.05263158,FALSE
SFV_1_1_1042 ,-1,0.010972,0.05263158,FALSE
